Gene	U	n_NFE	k_NFE	s_het_det	low_det	up_det	s_het_drift	low_drift	up_drift
ADCY7	2.42e-6	66504.2	19	0.008978	0.006	0.014	0.006526	0.000889	0.028117
ADCY8	2.9e-6	66429.8333	18	0.0113	0.008	0.018	0.008655	0.000889	0.028117
ADCY9	2.24e-6	66106.5	2	0.091167	0.024	0.312	0.084099	0.008891	0.281171
ADCYAP1	4.11e-7	50039	2	0.016744	0.004	0.055	0.012691	0.000889	0.088914
ADCYAP1R1	1.68e-6	66140.5	4	0.032792	0.012	0.083	0.026841	0.000889	0.088914
ADD1	1.67e-6	66468.5	3	0.04513	0.015	0.13	0.0404	0.002812	0.281171
ADD2	2.14e-6	65876	0	0.368982	0.047	1.	0.327281	0.028117	1.
ADD3	1.89e-6	66430.6667	2	0.078768	0.02	0.271	0.073132	0.008891	0.281171
ADH1A	6.23e-7	66636.9091	55	0.000858	0.00063	0.00106	0.00378	0.000889	0.008891
ADH1B	6.14e-7	66717.3333	3	0.018253	0.006	0.051	0.012417	0.000889	0.088914
ADH4	7.13e-7	64692.5	3	0.020265	0.007	0.057	0.01353	0.000889	0.088914
ADH5	8.27e-7	42455	7	0.006201	0.003	0.013	0.005986	0.000889	0.028117
ADH6	6.72e-7	66214.6667	0	0.215211	0.017	1.	0.170972	0.002812	1.
ADH7	7.22e-7	63915.4545	11	0.004892	0.00256	0.00834	0.005348	0.000889	0.028117
ADHFE1	1.3e-6	59037.3333	12	0.007125	0.004	0.013	0.005939	0.000889	0.028117
ADI1	4.77e-7	66534	5	0.008198	0.004	0.018	0.007558	0.000889	0.028117
ADIPOQ	3.86e-7	66511.4286	1	0.045321	0.006	0.209	0.030821	0.000889	0.281171
ADIPOR1	7.37e-7	58786	2	0.030905	0.008	0.105	0.020251	0.000889	0.088914
ADIPOR2	9.75e-7	66268	1	0.090266	0.015	0.414	0.072482	0.002812	0.88914
ADK	8.62e-7	63775.3333	2	0.037976	0.009	0.13	0.028431	0.000889	0.281171
ADM	5.09e-7	62460	0	0.185706	0.013	1.	0.132072	0.000889	1.
ADM5	4.93e-7	8905	0	0.094722	0.003	0.685	0.068338	0.000889	1.
ADNP	2.01e-6	66730	0	0.360239	0.045	1.	0.321159	0.028117	1.
ADNP2	1.43e-6	62010.4	3	0.036657	0.012	0.105	0.028048	0.000889	0.088914
ADORA1	3.64e-7	65788.6667	2	0.018879	0.005	0.062	0.014703	0.000889	0.088914
ADORA2A	6.57e-7	65937	2	0.030902	0.008	0.105	0.022397	0.000889	0.088914
ADORA2B	5.51e-7	61248.8571	13	0.003119	0.00169	0.00499	0.004793	0.000889	0.028117
ADORA3	6.84e-7	66233.2	14	0.003743	0.0021	0.00597	0.004887	0.000889	0.028117
ADPGK	1.03e-6	66448	1	0.094312	0.015	0.432	0.07266	0.002812	0.88914
ADPRHL1	9.26e-7	65783.4	24	0.002815	0.00181	0.00403	0.004258	0.000889	0.028117
ADPRHL2	6.57e-7	65757.6	4	0.013762	0.005	0.034	0.010248	0.000889	0.088914
ADPRM	5.59e-7	66733.3333	3	0.016823	0.005	0.047	0.012419	0.000889	0.088914
ADRA1A	6.39e-7	65748.6667	15	0.003258	0.00185	0.00509	0.004676	0.000889	0.028117
ADRA1B	5.98e-7	59545	2	0.026157	0.006	0.088	0.017983	0.000889	0.088914
ADRA2B	7.51e-7	63672.4	4	0.015064	0.006	0.038	0.010909	0.000889	0.088914
ADRB2	4.71e-7	66732	1	0.05251	0.008	0.243	0.03665	0.000889	0.281171
ADRBK1	2.21e-6	64421	2	0.08805	0.023	0.302	0.082191	0.008891	0.281171
ADRBK2	2.16e-6	66451.3333	6	0.026879	0.012	0.058	0.021372	0.000889	0.088914
ADRM1	8.57e-7	62185.964	0	0.233467	0.02	1.	0.195402	0.002812	1.
ADSL	1.58e-6	63589.2	5	0.023327	0.01	0.054	0.016497	0.000889	0.088914
ADSS	1.25e-6	66588.6667	1	0.109471	0.018	0.496	0.095207	0.002812	0.88914
ADSSL1	1.42e-6	65597.3333	18	0.00562	0.004	0.009	0.004937	0.000889	0.028117
ADTRP	6.57e-7	44874.5	8	0.004627	0.00213	0.00848	0.005501	0.000889	0.028117
AEBP1	3.18e-6	63568.4615	11	0.019708	0.011	0.035	0.014249	0.002812	0.028117
AEN	6.24e-7	65509.8	19	0.002493	0.0015	0.00368	0.00443	0.000889	0.028117
AES	8.01e-7	56078	1	0.06852	0.011	0.318	0.049346	0.000889	0.281171
AFAP1	1.95e-6	56415	5	0.025415	0.011	0.059	0.01942	0.000889	0.088914
AFAP1L1	2.47e-6	61585.4667	21	0.007673	0.005	0.012	0.005662	0.000889	0.028117
AFAP1L2	1.95e-6	58912.3333	13	0.009601	0.006	0.017	0.007391	0.000889	0.028117
AFF1	2.7e-6	66459.7143	5	0.040542	0.017	0.094	0.040282	0.002812	0.088914
AFF2	2.62e-6	47914.5	1	0.149503	0.027	0.655	0.133227	0.008891	0.88914
AFF3	3.02e-6	65182	0	0.43379	0.063	1.	0.389979	0.028117	1.
AFF4	2.88e-6	66730	0	0.428752	0.062	1.	0.387785	0.028117	1.
AFG3L2	2.56e-6	61328.4	16	0.010459	0.007	0.017	0.007988	0.000889	0.028117
AFM	1.38e-6	65646	43	0.002255	0.00163	0.00296	0.003886	0.000889	0.008891
AFTPH	1.56e-6	66676	1	0.129678	0.023	0.578	0.115176	0.008891	0.88914
AGA	8.23e-7	65786	4	0.016847	0.006	0.042	0.011155	0.000889	0.088914
AGAP1	2.75e-6	66583.5	3	0.071942	0.024	0.207	0.06989	0.008891	0.281171
AGAP2	3.28e-6	49438.5	2	0.098788	0.026	0.338	0.094512	0.008891	0.281171
AGAP3	2.3e-6	46043.5	1	0.131456	0.023	0.585	0.117356	0.008891	0.88914
AGBL2	2.65e-6	66228.6667	22	0.008403	0.006	0.013	0.006138	0.000889	0.028117
AGBL5	2.58e-6	66302.2	12	0.015307	0.009	0.027	0.011411	0.000889	0.028117
AGER	1.38e-6	63215.0667	26	0.003626	0.0024	0.00517	0.004234	0.000889	0.028117
AGFG1	1.33e-6	66705	1	0.114916	0.02	0.518	0.095348	0.002812	0.88914
AGFG2	8.78e-7	62552.3333	6	0.010911	0.005	0.023	0.008331	0.000889	0.028117
AGGF1	2.04e-6	64439.8	13	0.010925	0.007	0.019	0.008009	0.000889	0.028117
AGK	1.66e-6	61975	11	0.010286	0.006	0.019	0.007889	0.000889	0.028117
AGL	4.67e-6	66170.3125	40	0.007954	0.006	0.011	0.005113	0.000889	0.028117
AGMAT	5.95e-7	58605.6	31	0.001315	0.00087	0.00175	0.003965	0.000889	0.028117
AGMO	1.3e-6	66393.8462	34	0.002733	0.0019	0.00371	0.004046	0.000889	0.028117
AGO1	2.9e-6	66215.8169	0	0.428582	0.062	1.	0.386346	0.028117	1.
AGO2	2.33e-6	63718.2921	0	0.378313	0.049	1.	0.337552	0.028117	1.
AGO3	2.69e-6	66041.3608	0	0.412672	0.058	1.	0.372294	0.028117	1.
AGO4	2.59e-6	66194.8	2	0.103763	0.027	0.354	0.0983	0.008891	0.88914
AGPAT1	8.87e-7	62118.6875	0	0.23704	0.021	1.	0.195287	0.002812	1.
AGPAT2	7.08e-7	61683.6	7	0.007515	0.004	0.015	0.006752	0.000889	0.028117
AGPAT3	1.06e-6	65916.9744	0	0.264468	0.025	1.	0.228906	0.008891	1.
AGPAT4	1.22e-6	56144.6667	1	0.09437	0.015	0.432	0.0756	0.002812	0.88914
AGPAT5	1.07e-6	65590.6667	6	0.01367	0.006	0.029	0.009657	0.000889	0.028117
AGPAT6	1.3e-6	65052.5	1	0.110803	0.019	0.501	0.093336	0.002812	0.88914
AGPAT9	1.46e-6	66614.25	51	0.00203	0.00151	0.0026	0.003788	0.000889	0.008891
AGPS	1.88e-6	65700	2	0.077632	0.02	0.267	0.072382	0.008891	0.281171
AGR2	5.27e-7	66480	2	0.025803	0.006	0.087	0.017019	0.000889	0.088914
AGRN	4.85e-6	56630.1667	15	0.019274	0.012	0.032	0.014729	0.002812	0.028117
AGRP	3.08e-7	62814	4	0.007005	0.003	0.017	0.007389	0.000889	0.028117
AGT	6.67e-7	66326.1667	6	0.008978	0.004	0.019	0.007649	0.000889	0.028117
AGTPBP1	3.28e-6	65368.2222	6	0.039565	0.018	0.086	0.041818	0.008891	0.088914
AGTR1	5.63e-7	66329.3333	1	0.05966	0.009	0.277	0.042871	0.000889	0.281171
AGTR2	6.03e-7	47962	4	0.009722	0.004	0.024	0.008125	0.000889	0.028117
AGTRAP	4.23e-7	65335	1	0.0478	0.007	0.221	0.030474	0.000889	0.281171
AGXT	1.02e-6	56115.3333	8	0.00832	0.004	0.016	0.006807	0.000889	0.028117
AHCY	8.87e-7	66716	0	0.244919	0.022	1.	0.203025	0.002812	1.
AHCYL1	1.96e-6	66730	1	0.154196	0.028	0.674	0.138774	0.008891	0.88914
AHCYL2	1.83e-6	65876	3	0.048729	0.016	0.14	0.043205	0.002812	0.281171
AHDC1	2.25e-6	65748	1	0.169146	0.032	0.73	0.153312	0.028117	0.88914
AHI1	3.45e-6	58021.037	32	0.00652	0.005	0.01	0.004667	0.000889	0.028117
AHNAK	3.74e-6	66686.3333	4	0.070678	0.027	0.18	0.066164	0.028117	0.281171
AHR	2.35e-6	66368	0	0.387434	0.052	1.	0.351718	0.028117	1.
AHRR	1.49e-6	61799.7778	4	0.027488	0.01	0.07	0.020265	0.000889	0.088914
AHSA1	9.56e-7	66732	1	0.089397	0.014	0.41	0.072941	0.002812	0.88914
AHSA2	3.11e-7	66489.1429	13	0.002074	0.00108	0.0032	0.004696	0.000889	0.028117
AHSG	6.51e-7	65724.7273	16	0.003098	0.00179	0.00477	0.004672	0.000889	0.028117
AHSP	2.36e-7	66646.5	4	0.005977	0.002	0.014	0.007009	0.000889	0.028117
AICDA	7.34e-7	65811	4	0.015202	0.006	0.038	0.010253	0.000889	0.088914
AIDA	8.25e-7	55090.5	4	0.014396	0.006	0.036	0.009956	0.000889	0.088914
AIF1	4.79e-7	64790.5	6	0.006586	0.003	0.014	0.006742	0.000889	0.028117
AIF1L	5.3e-7	65920.6667	6	0.007293	0.004	0.015	0.006787	0.000889	0.028117
AIFM1	2.04e-6	47954.5	1	0.12378	0.021	0.554	0.107695	0.008891	0.88914
AIFM2	7.92e-7	62394.6	27	0.002063	0.00135	0.00286	0.004155	0.000889	0.028117
AIFM3	1.95e-6	60964.8889	33	0.003819	0.00266	0.00526	0.004078	0.000889	0.028117
AIG1	6.33e-7	66175	3	0.018614	0.006	0.052	0.012349	0.000889	0.088914
AIM1	3.85e-6	63510.8108	51	0.004945	0.00372	0.00644	0.004016	0.000889	0.008891
AIM1L	2.17e-6	50977.3846	14	0.008576	0.005	0.015	0.006553	0.000889	0.028117
AIM2	5.64e-7	66360	10	0.004489	0.00226	0.00778	0.00545	0.000889	0.028117
AIMP1	7.59e-7	62803.7143	11	0.005037	0.00264	0.0086	0.005462	0.000889	0.028117
AIMP2	4.84e-7	66154.4	9	0.004381	0.00211	0.00777	0.005531	0.000889	0.028117
AIP	9.14e-7	63619	2	0.039883	0.01	0.137	0.028358	0.000889	0.281171
AIPL1	9.44e-7	65064.75	42	0.001606	0.00114	0.00209	0.003861	0.000889	0.008891
AIRE	1.44e-6	63094.3333	54	0.001796	0.00134	0.00228	0.003755	0.000889	0.008891
AJAP1	8.62e-7	52061.1957	0	0.216032	0.017	1.	0.177351	0.002812	1.
AJUBA	1.58e-6	66593	2	0.067335	0.017	0.232	0.060898	0.002812	0.281171
AK1	4.87e-7	66018	3	0.014806	0.005	0.041	0.011079	0.000889	0.088914
AK2	6.68e-7	55796	5	0.009421	0.004	0.021	0.007942	0.000889	0.028117
AK3	5.84e-7	53639.7143	2	0.0235	0.006	0.079	0.016657	0.000889	0.088914
AK4	5.21e-7	65974	1	0.056095	0.008	0.26	0.036344	0.000889	0.281171
AK5	1.62e-6	64455.6	1	0.130059	0.023	0.579	0.11212	0.008891	0.88914
AK7	2.55e-6	66603.2222	14	0.012955	0.008	0.022	0.010054	0.000889	0.028117
AK8	1.05e-6	59685.8182	11	0.006463	0.004	0.012	0.005667	0.000889	0.028117
AK9	4.65e-6	61852.0909	21	0.014275	0.01	0.022	0.012284	0.000889	0.028117
AKAP1	1.75e-6	66445.2	5	0.026787	0.011	0.062	0.020792	0.000889	0.088914
AKAP10	1.89e-6	66537	2	0.078879	0.02	0.271	0.073241	0.008891	0.281171
AKAP11	2.96e-6	66666	6	0.036516	0.017	0.079	0.037493	0.002812	0.088914
AKAP12	2.34e-6	66375.2	3	0.061705	0.02	0.177	0.057956	0.008891	0.281171
AKAP13	5.88e-6	66173.25	17	0.02386	0.015	0.039	0.016784	0.002812	0.088914
AKAP14	7.07e-7	43547	0	0.18317	0.012	1.	0.13671	0.000889	1.
AKAP17A	1.11e-6	66444	2	0.049152	0.012	0.169	0.038133	0.000889	0.281171
AKAP2	2.26e-6	66497.4286	6	0.028091	0.013	0.061	0.023221	0.002812	0.088914
AKAP3	1.1e-6	66550.8	16	0.00506	0.00299	0.00796	0.004986	0.000889	0.028117
AKAP4	1.34e-6	45563.2821	0	0.248462	0.022	1.	0.208476	0.008891	1.
AKAP5	4.93e-7	66050.1277	0	0.187628	0.013	1.	0.135855	0.000889	1.
AKAP6	4.28e-6	66591.2	1	0.274259	0.059	1.	0.240123	0.028117	0.88914
AKAP7	7.62e-7	66017.6667	8	0.007398	0.004	0.014	0.006725	0.000889	0.028117
AKAP8	1.47e-6	60092	2	0.057659	0.015	0.199	0.050586	0.002812	0.281171
AKAP8L	1.75e-6	66393	1	0.141016	0.025	0.623	0.126893	0.008891	0.88914
AKIP1	4.69e-7	55956.5714	8	0.004196	0.00192	0.00762	0.005521	0.000889	0.028117
AKIRIN1	6.08e-7	57856.087	0	0.194005	0.014	1.	0.14328	0.000889	1.
AKIRIN2	1.01e-6	40100.303	0	0.206388	0.016	1.	0.164886	0.002812	1.
AKNA	3.04e-6	65998.2222	6	0.037106	0.017	0.081	0.036965	0.002812	0.088914
AKR1A1	8.4e-7	66698	6	0.011111	0.005	0.024	0.008116	0.000889	0.028117
AKR1B1	7.51e-7	59058.5	5	0.010985	0.005	0.025	0.008658	0.000889	0.028117
AKR1B10	7.34e-7	66677.7778	20	0.002778	0.00171	0.00409	0.004434	0.000889	0.028117
AKR1B15	7.45e-7	62294	17	0.00313	0.00185	0.00477	0.004543	0.000889	0.028117
AKR1C1	1.22e-6	66547.3333	22	0.004019	0.00257	0.00591	0.004471	0.000889	0.028117
AKR1C2	1.19e-6	66672.6667	4	0.023925	0.009	0.06	0.016535	0.000889	0.088914
AKR1C3	1.28e-6	66041.2857	48	0.00189	0.00139	0.00244	0.003814	0.000889	0.008891
AKR1C4	1.01e-6	65152.7143	15	0.004898	0.00284	0.0078	0.004945	0.000889	0.028117
AKR1D1	8.94e-7	58129.7778	8	0.007619	0.004	0.015	0.006627	0.000889	0.028117
AKR1E2	9.89e-7	66546.75	21	0.003466	0.00218	0.00511	0.004428	0.000889	0.028117
AKR7A2	6.77e-7	66522.5	7	0.007724	0.004	0.016	0.00698	0.000889	0.028117
AKR7A3	7.36e-7	65563.5385	9	0.006289	0.004	0.012	0.006002	0.000889	0.028117
AKR7L	3.47e-7	66409	5	0.006275	0.003	0.014	0.006696	0.000889	0.028117
AKT1	1.45e-6	65695	1	0.121302	0.021	0.544	0.107551	0.008891	0.88914
AKT1S1	6.86e-7	66378	0	0.217447	0.017	1.	0.171202	0.002812	1.
AKT2	1.13e-6	61748.7447	0	0.264299	0.025	1.	0.221127	0.008891	1.
AKT3	1.54e-6	65886.9	0	0.315215	0.035	1.	0.273721	0.028117	1.
AKTIP	8.8e-7	66608	1	0.083819	0.013	0.386	0.065089	0.000889	0.88914
AL163636.6	5.32e-8	62002	1	0.014341	0.002	0.052	0.017805	0.000889	0.281171
AL441883.1	1.98e-7	45956	0	0.115573	0.005	0.827	0.0757	0.000889	1.
AL445989.1	1.87e-7	59786	3	0.00654	0.002	0.017	0.007996	0.000889	0.028117
AL583828.1	2.56e-7	57560	4	0.005695	0.00183	0.0128	0.007187	0.000889	0.028117
ALAD	1.09e-6	61883.6	2	0.045432	0.011	0.156	0.035222	0.000889	0.281171
ALAS1	1.45e-6	65708	2	0.061659	0.016	0.213	0.055677	0.002812	0.281171
ALAS2	1.1e-6	41017.8875	0	0.216555	0.017	1.	0.177542	0.002812	1.
ALB	1.82e-6	65776	4	0.03518	0.013	0.089	0.02916	0.002812	0.088914
ALCAM	1.4e-6	64177	1	0.116028	0.02	0.523	0.098944	0.002812	0.88914
ALDH16A1	2.48e-6	45419.625	8	0.015678	0.008	0.031	0.011338	0.000889	0.028117
ALDH18A1	2.28e-6	61707.3333	4	0.040989	0.016	0.104	0.038821	0.002812	0.281171
ALDH1A1	1.23e-6	66712	0	0.28511	0.029	1.	0.242624	0.008891	1.
ALDH1A2	1.22e-6	66731.3333	1	0.10764	0.018	0.488	0.088086	0.002812	0.88914
ALDH1A3	1.14e-6	66528	1	0.101984	0.017	0.464	0.080411	0.002812	0.88914
ALDH1B1	6.98e-7	66448	5	0.011433	0.005	0.026	0.008634	0.000889	0.028117
ALDH1L1	2.19e-6	63387.2727	16	0.009288	0.006	0.015	0.006958	0.000889	0.028117
ALDH2	1.08e-6	62303.4	8	0.009656	0.005	0.019	0.007583	0.000889	0.028117
ALDH3A1	9.95e-7	65075.2308	40	0.001772	0.00125	0.00233	0.003881	0.000889	0.008891
ALDH3A2	1.17e-6	58870.8571	3	0.029072	0.009	0.083	0.021399	0.000889	0.088914
ALDH3B1	1.23e-6	46022	4	0.017541	0.007	0.044	0.011712	0.000889	0.088914
ALDH3B2	7.76e-7	61206	55	0.000968	0.00071	0.0012	0.003775	0.000889	0.008891
ALDH4A1	1.67e-6	62280	5	0.024101	0.01	0.056	0.017458	0.000889	0.088914
ALDH5A1	1.35e-6	66646.2857	20	0.004882	0.00306	0.00735	0.004715	0.000889	0.028117
ALDH6A1	1.8e-6	66225	10	0.013079	0.007	0.024	0.009437	0.000889	0.028117
ALDH7A1	1.97e-6	62868.5455	19	0.006975	0.005	0.011	0.005391	0.000889	0.028117
ALDH8A1	7.69e-7	66216	5	0.012434	0.005	0.028	0.009212	0.000889	0.028117
ALDH9A1	1.36e-6	64001	32	0.002929	0.00202	0.00402	0.004045	0.000889	0.028117
ALDOA	9.2e-7	66241.5	2	0.041557	0.01	0.143	0.029584	0.000889	0.281171
ALDOB	8.79e-7	66658	7	0.009803	0.005	0.02	0.007761	0.000889	0.028117
ALDOC	9.09e-7	66634	1	0.085937	0.014	0.395	0.065112	0.000889	0.88914
ALG1	1.35e-6	60321.625	14	0.006417	0.004	0.011	0.00555	0.000889	0.028117
ALG10	7.54e-7	66732.8	5	0.012301	0.005	0.028	0.009253	0.000889	0.028117
ALG10B	7.48e-7	66684.5714	37	0.00151	0.00105	0.00199	0.003963	0.000889	0.028117
ALG11	6.76e-7	66426.5714	4	0.014242	0.005	0.035	0.010311	0.000889	0.088914
ALG12	1.01e-6	63385	4	0.019626	0.007	0.049	0.012983	0.000889	0.088914
ALG13	2.86e-6	11951	2	0.025273	0.006	0.085	0.019192	0.000889	0.088914
ALG14	6.83e-7	66634.8	12	0.004412	0.00237	0.00733	0.005213	0.000889	0.028117
ALG1L	4.92e-7	62069	5	0.007933	0.004	0.018	0.007352	0.000889	0.028117
ALG2	7.96e-7	63212.5	1	0.074653	0.012	0.345	0.054848	0.000889	0.281171
ALG3	1.06e-6	61538.5	7	0.01082	0.005	0.022	0.008274	0.000889	0.028117
ALG5	1.55e-6	64743.75	7	0.016195	0.008	0.033	0.011255	0.000889	0.028117
ALG6	1.3e-6	66603	3	0.035859	0.012	0.103	0.0277	0.000889	0.088914
ALG8	1.81e-6	63444	23	0.005335	0.004	0.008	0.004613	0.000889	0.028117
ALG9	1.28e-6	66482.8889	3	0.035292	0.011	0.101	0.027637	0.000889	0.088914
ALK	3.91e-6	66438.8	9	0.031041	0.016	0.059	0.030726	0.002812	0.088914
ALKBH1	9.32e-7	66630.25	13	0.005385	0.003	0.009	0.005265	0.000889	0.028117
ALKBH2	4.12e-7	66049.6	4	0.009237	0.004	0.022	0.008087	0.000889	0.028117
ALKBH4	4.66e-7	43380	0	0.153971	0.009	1.	0.111074	0.000889	1.
ALKBH5	7.1e-7	65918	0	0.220142	0.018	1.	0.170553	0.002812	1.
ALKBH6	7.11e-7	54595	0	0.202553	0.015	1.	0.15399	0.002812	1.
ALKBH7	6.38e-7	47622.5714	11	0.003392	0.00174	0.00565	0.004752	0.000889	0.028117
ALKBH8	1.48e-6	50382.25	6	0.014461	0.007	0.031	0.010143	0.000889	0.028117
ALMS1	7.58e-6	64198.5373	49	0.010139	0.008	0.014	0.00758	0.000889	0.028117
ALOX12	1.9e-6	66350.1176	14	0.009719	0.006	0.017	0.007295	0.000889	0.028117
ALOX12B	1.85e-6	65625.6667	7	0.019412	0.01	0.04	0.013495	0.000889	0.088914
ALOX15	1.79e-6	64526.9231	19	0.006524	0.005	0.01	0.005226	0.000889	0.028117
ALOX5	2.25e-6	64947.6	7	0.023184	0.011	0.048	0.017128	0.000889	0.088914
ALOX5AP	3.39e-7	66666.4348	0	0.161021	0.01	1.	0.100503	0.000889	1.
ALOXE3	2.36e-6	65489.9091	29	0.005606	0.004	0.008	0.004523	0.000889	0.028117
ALPI	1.4e-6	60808.4545	37	0.002476	0.00174	0.00332	0.003926	0.000889	0.008891
ALPK1	2.43e-6	66384.6667	7	0.025498	0.012	0.053	0.018931	0.000889	0.088914
ALPK2	3.06e-6	66594.3846	29	0.007332	0.006	0.011	0.005201	0.000889	0.028117
ALPK3	3.37e-6	63374.6667	44	0.00503	0.0037	0.00668	0.0041	0.000889	0.028117
ALPL	1.25e-6	66097	7	0.013483	0.007	0.028	0.009663	0.000889	0.028117
ALPP	1.46e-6	65425.6364	8	0.013406	0.007	0.026	0.009617	0.000889	0.028117
ALPPL2	1.25e-6	65392.6	10	0.009146	0.005	0.017	0.007316	0.000889	0.028117
ALS2	4.74e-6	66288.625	17	0.019335	0.012	0.031	0.014959	0.002812	0.028117
ALS2CR11	3.48e-6	49974.4706	46	0.003937	0.00291	0.00518	0.003836	0.000889	0.008891
ALS2CR12	1.32e-6	66477.25	16	0.005997	0.004	0.01	0.005216	0.000889	0.028117
ALX1	8.4e-7	60056	0	0.22772	0.019	1.	0.177371	0.002812	1.
ALX3	5.43e-7	51461	1	0.048184	0.007	0.223	0.030582	0.000889	0.281171
ALX4	1.03e-6	47546	1	0.073139	0.011	0.339	0.053608	0.000889	0.281171
ALYREF	7.77e-7	60436.1455	0	0.220474	0.018	1.	0.177984	0.002812	1.
AMACR	6.92e-7	66306.6667	1	0.069628	0.011	0.323	0.04984	0.000889	0.281171
AMBN	1.03e-6	64686.8	22	0.003342	0.00212	0.00488	0.004356	0.000889	0.028117
AMBP	1.08e-6	65796.8333	2	0.047566	0.012	0.164	0.037718	0.000889	0.281171
AMBRA1	2.86e-6	66683	6	0.035332	0.016	0.077	0.035544	0.002812	0.088914
AMD1	7.24e-7	65114.973	0	0.220862	0.018	1.	0.169414	0.002812	1.
AMDHD1	9.13e-7	60088.2222	14	0.004451	0.00252	0.00716	0.0049	0.000889	0.028117
AMDHD2	1.13e-6	58820.4444	3	0.028143	0.009	0.08	0.019217	0.000889	0.088914
AMELX	5.27e-7	47959.5	0	0.168577	0.011	1.	0.116256	0.000889	1.
AMER1	2.3e-6	42522	1	0.123754	0.021	0.554	0.110399	0.008891	0.88914
AMER3	1.63e-6	58825.1111	7	0.015512	0.008	0.032	0.010463	0.000889	0.028117
AMFR	1.79e-6	65435.25	4	0.034463	0.013	0.087	0.028945	0.002812	0.088914
AMHR2	1.92e-6	64925.6667	11	0.012354	0.007	0.022	0.008977	0.000889	0.028117
AMIGO1	5.89e-7	65900.0533	0	0.202548	0.015	1.	0.153525	0.002812	1.
AMIGO2	5.37e-7	66526.8889	0	0.195316	0.014	1.	0.136354	0.000889	1.
AMIGO3	4.63e-7	65055.2727	11	0.003367	0.00172	0.0056	0.005064	0.000889	0.028117
AMMECR1	8.49e-7	29752.2368	0	0.168535	0.011	1.	0.122625	0.000889	1.
AMMECR1L	1.22e-6	66494.7308	0	0.283584	0.029	1.	0.242212	0.008891	1.
AMN1	7.25e-7	48242	2	0.025766	0.006	0.087	0.017285	0.000889	0.088914
AMOT	2.63e-6	27662	2	0.048563	0.012	0.167	0.04218	0.002812	0.281171
AMOTL1	2.61e-6	64910.8571	5	0.038366	0.016	0.089	0.037029	0.002812	0.088914
AMOTL2	1.96e-6	57766	4	0.033377	0.013	0.085	0.028654	0.002812	0.088914
AMPD2	2.e-6	62063	7	0.019827	0.01	0.041	0.013531	0.000889	0.088914
AMPD3	1.95e-6	62624.4	19	0.006882	0.005	0.011	0.005376	0.000889	0.028117
AMPH	2.22e-6	59011	6	0.024629	0.011	0.053	0.017868	0.000889	0.088914
AMT	7.84e-7	60320.8571	3	0.020718	0.007	0.058	0.01425	0.000889	0.088914
AMTN	5.34e-7	62252	5	0.008531	0.004	0.019	0.00736	0.000889	0.028117
AMY2B	1.65e-6	66377.375	25	0.004683	0.00309	0.00677	0.004453	0.000889	0.028117
AMZ1	9.66e-7	62409.2	28	0.002383	0.00158	0.00331	0.004133	0.000889	0.028117
AMZ2	8.23e-7	66115.4	48	0.001256	0.00091	0.0016	0.003862	0.000889	0.008891
ANAPC10	4.92e-7	66676.6667	2	0.02442	0.006	0.082	0.017054	0.000889	0.088914
ANAPC11	5.e-7	64782	14	0.002787	0.00154	0.00436	0.004707	0.000889	0.028117
ANAPC13	2.4e-7	66735	2	0.013851	0.003	0.044	0.011325	0.000889	0.088914
ANAPC15	4.21e-7	66686	0	0.17614	0.012	1.	0.118475	0.000889	1.
ANAPC16	2.31e-7	66459	2	0.013427	0.003	0.043	0.011307	0.000889	0.088914
ANAPC2	1.69e-6	66204	1	0.137047	0.024	0.607	0.120746	0.008891	0.88914
ANAPC4	2.73e-6	59942	11	0.016055	0.009	0.029	0.011691	0.000889	0.028117
ANAPC5	1.82e-6	66114.8333	12	0.010907	0.007	0.019	0.008066	0.000889	0.028117
ANAPC7	1.51e-6	56663.2368	0	0.290778	0.03	1.	0.253613	0.008891	1.
ANG	2.41e-7	66738	0	0.140927	0.007	0.973	0.083428	0.000889	1.
ANGEL2	1.66e-6	66053	4	0.032383	0.012	0.082	0.026791	0.000889	0.088914
ANGPT1	1.38e-6	66654	1	0.118118	0.02	0.531	0.102107	0.002812	0.88914
ANGPT2	1.3e-6	66626.6667	2	0.056663	0.014	0.195	0.047406	0.002812	0.281171
ANGPT4	1.08e-6	64765.6923	10	0.007907	0.005	0.015	0.006617	0.000889	0.028117
ANGPTL1	8.96e-7	65596	8	0.008524	0.005	0.017	0.00705	0.000889	0.028117
ANGPTL2	1.17e-6	65772.6667	4	0.023256	0.009	0.059	0.01629	0.000889	0.088914
ANGPTL3	1.1e-6	65832.5455	6	0.014073	0.007	0.03	0.00968	0.000889	0.028117
ANGPTL4	1.12e-6	56173.8333	11	0.006487	0.004	0.012	0.005728	0.000889	0.028117
ANGPTL5	8.84e-7	61599.1429	19	0.003226	0.00197	0.00483	0.004455	0.000889	0.028117
ANGPTL7	8.08e-7	66026.1667	27	0.002211	0.00145	0.00308	0.004195	0.000889	0.028117
ANK1	4.8e-6	66660	0	0.550282	0.097	1.	0.494102	0.088914	1.
ANK2	8.4e-6	66585.3333	2	0.285972	0.085	0.911	0.266884	0.088914	0.88914
ANK3	7.71e-6	65320.4	3	0.182943	0.063	0.514	0.185006	0.028117	0.88914
ANKAR	3.03e-6	60672.8889	31	0.006198	0.005	0.009	0.004568	0.000889	0.028117
